customer_id,age,tenure_months,monthly_spend,num_support_tickets,region,plan_type,payment_method,churned
C0978,24,25,69.79,3,East,Standard,paypal,0
C0979,30,94,123.93,4,South,Enterprise,bank_transfer,0
C0980,38,87,146.45,2,East,Enterprise,credit_card,0
C0981,34,92,101.65,10,East,Premium,bank_transfer,0
C0982,46,4,64.02,1,West,Standard,paypal,1
C0983,27,47,107.23,2,East,Premium,bank_transfer,0
C0984,36,49,52.35,1,East,Basic,paypal,0
C0985,28,68,105.21,4,South,Premium,paypal,0
C0986,46,,107.96,10,Midwest,Premium,bank_transfer,1
C0987,54,92,79.1,2,Midwest,Standard,paypal,0
C0988,45,91,79.63,6,Midwest,Standard,credit_card,1
C0989,54,37,111.77,8,East,Premium,bank_transfer,0
C0990,42,12,33.99,3,West,Basic,credit_card,0
C0991,57,64,57.02,6,East,Basic,bank_transfer,0
C0992,56,90,42.54,9,East,Basic,paypal,0
C0993,44,32,47.79,2,East,Basic,credit_card,0
C0994,44,7,134.88,2,South,Enterprise,credit_card,1
C0995,56,16,94.78,4,South,Premium,credit_card,0
C0996,,40,56.32,9,Midwest,Basic,credit_card,0
C0997,41,46,32.13,2,Midwest,Basic,bank_transfer,0
C0998,27,68,72.68,7,West,Standard,credit_card,1
C0999,41,47,145.2,8,South,Enterprise,credit_card,1
C1000,30,46,122.15,3,West,Enterprise,credit_card,0
C1001,43,5,79.32,7,South,Standard,credit_card,1
C1002,65,92,70.45,6,Midwest,Standard,credit_card,0
C1003,30,20,100.0,10,East,Premium,credit_card,1
C1004,22,56,129.53,7,West,Enterprise,bank_transfer,1
C1005,33,32,106.93,4,East,Premium,paypal,0
C1006,28,90,66.91,9,East,Standard,credit_card,0
C1007,34,19,122.46,3,West,Enterprise,credit_card,0
C1008,62,30,70.74,7,West,Standard,paypal,0
C1009,39,,111.52,6,East,Premium,bank_transfer,0
C1010,64,96,92.51,7,South,Premium,paypal,0
C1011,53,47,94.91,1,West,Premium,paypal,0
C1012,45,95,106.32,9,South,Premium,credit_card,1
C1013,28,17,33.07,10,East,Basic,credit_card,1
C1014,56,80,94.84,7,East,Premium,paypal,0
C1015,57,92,110.18,8,South,Premium,bank_transfer,1
C1016,49,9,132.89,8,West,Enterprise,credit_card,1
C1017,40,6,52.65,3,Midwest,Basic,bank_transfer,1
C1018,32,,136.62,6,Midwest,Enterprise,paypal,0
C1019,58,28,54.86,8,Midwest,Basic,paypal,1
C1020,40,91,101.36,2,East,Premium,credit_card,0
C1021,31,36,69.03,0,East,Standard,credit_card,0
C1022,62,78,95.44,8,South,Premium,paypal,0
C1023,42,8,53.42,3,South,Basic,credit_card,0
C1024,59,14,146.59,4,East,Enterprise,bank_transfer,0
C1025,62,51,73.6,6,South,Standard,credit_card,1
C1026,33,23,76.81,2,South,Standard,credit_card,0
C1027,47,88,63.81,1,Midwest,Standard,credit_card,0
C1028,,93,80.9,0,West,Standard,bank_transfer,0
C1029,,6,68.46,1,South,Standard,credit_card,1
C1030,28,70,109.17,1,East,Premium,credit_card,1
C1031,32,40,99.45,3,West,Premium,paypal,0
C1032,,14,89.67,6,East,Premium,credit_card,1
C1033,31,46,92.87,10,Midwest,Premium,paypal,0
C1034,36,14,96.29,9,South,Premium,credit_card,1
C1035,24,78,66.63,8,South,Standard,paypal,0
C1036,64,88,103.24,4,South,Premium,credit_card,0
C1037,38,92,52.51,2,East,Basic,bank_transfer,0
C1038,52,9,47.02,4,East,Basic,credit_card,0
C1039,46,46,99.85,7,Midwest,Premium,paypal,0
C1040,37,50,136.28,8,Midwest,Enterprise,paypal,1
C1041,,92,135.7,3,West,Enterprise,credit_card,0
C1042,23,47,146.9,1,West,Enterprise,bank_transfer,0
C1043,30,38,125.75,8,Midwest,Enterprise,credit_card,0
C1044,30,16,71.81,0,Midwest,Standard,bank_transfer,0
C1045,26,62,62.78,5,East,Standard,credit_card,1
C1046,48,20,74.21,2,South,Standard,bank_transfer,0
C1047,63,89,39.46,2,West,Basic,paypal,0
C1048,32,2,143.65,10,Midwest,Enterprise,paypal,1
C1049,67,30,146.22,4,West,Enterprise,paypal,0
C1050,35,52,37.69,2,West,Basic,paypal,0
C1051,47,49,63.42,5,Midwest,Standard,credit_card,0
C1052,60,43,38.23,2,West,Basic,credit_card,0
C1053,41,25,78.6,0,East,Standard,bank_transfer,0
C1054,58,62,33.25,1,South,Basic,credit_card,0
C1055,54,25,106.55,5,East,Premium,paypal,0
C1056,54,13,62.62,6,Midwest,Standard,paypal,0
C1057,51,11,56.77,3,East,Basic,paypal,0
C1058,54,67,98.63,2,South,Premium,bank_transfer,0
C1059,24,92,128.22,9,West,Enterprise,credit_card,1
C1060,22,19,101.23,1,Midwest,Premium,credit_card,1
C1061,32,9,101.99,5,West,Premium,credit_card,1
C1062,52,33,138.91,2,West,Enterprise,paypal,0
C1063,47,53,73.46,8,South,Standard,bank_transfer,0
C1064,38,88,48.14,10,West,Basic,paypal,0
C1065,31,14,96.77,9,Midwest,Premium,credit_card,0
C1066,27,45,134.18,8,Midwest,Enterprise,credit_card,1
C1067,47,56,72.44,1,South,Standard,bank_transfer,0
C1068,52,15,98.82,8,East,Premium,bank_transfer,0
C1069,24,77,123.62,5,Midwest,Enterprise,bank_transfer,1
C1070,65,55,93.55,2,West,Premium,credit_card,0
C1071,67,58,135.64,10,South,Enterprise,credit_card,0
C1072,43,39,67.16,6,Midwest,Standard,bank_transfer,1
C1073,66,56,110.73,9,Midwest,Premium,credit_card,1
C1074,26,93,70.42,5,West,Standard,credit_card,1
C1075,42,15,128.83,0,Midwest,Enterprise,credit_card,0
C1076,24,28,72.92,8,East,Standard,paypal,1
C1077,34,87,41.63,5,West,Basic,bank_transfer,0
C1078,66,64,132.77,5,South,Enterprise,paypal,1
C1079,29,23,133.14,2,East,Enterprise,paypal,0
C1080,66,,138.49,9,West,Enterprise,credit_card,0
C1081,48,14,141.5,9,West,Enterprise,paypal,1
C1082,64,38,127.51,7,Midwest,Enterprise,credit_card,0
C1083,44,60,145.61,10,Midwest,Enterprise,credit_card,1
C1084,39,,94.99,6,East,Premium,credit_card,1
C1085,45,67,95.71,9,Midwest,Premium,credit_card,1
C1086,63,51,52.83,9,Midwest,Basic,credit_card,1
C1087,42,67,73.37,1,East,Standard,paypal,0
C1088,62,34,86.67,3,West,Standard,credit_card,0
C1089,,20,48.07,8,West,Basic,paypal,0
C1090,51,82,91.85,10,East,Premium,bank_transfer,0
C1091,46,34,39.15,2,West,Basic,paypal,0
C1092,60,16,35.69,4,East,Basic,credit_card,0
C1093,35,51,44.77,0,Midwest,Basic,credit_card,0
C1094,65,54,145.13,10,Midwest,Enterprise,credit_card,0
C1095,64,,35.05,5,South,Basic,bank_transfer,1
C1096,55,95,111.09,3,West,Premium,paypal,0
C1097,35,47,55.36,0,South,Basic,credit_card,0
C1098,30,35,99.52,1,South,Premium,paypal,0
C1099,53,56,145.98,4,East,Enterprise,credit_card,0
C1100,59,40,82.65,7,Midwest,Standard,bank_transfer,0
C1101,42,80,47.79,6,East,Basic,paypal,0
C1102,26,58,85.13,8,South,Standard,paypal,1
C1103,63,68,97.36,1,East,Premium,bank_transfer,0
C1104,26,28,96.67,5,West,Premium,credit_card,1
C1105,35,60,110.37,8,West,Premium,bank_transfer,0
C1106,28,72,105.62,10,West,Premium,paypal,1
C1107,42,26,63.29,7,Midwest,Standard,credit_card,0
C1108,32,77,102.37,3,West,Premium,bank_transfer,0
C1109,22,60,90.41,6,West,Premium,paypal,1
C1110,26,61,53.58,6,South,Basic,bank_transfer,1
C1111,57,41,137.92,6,South,Enterprise,paypal,1
C1112,29,48,32.76,0,West,Basic,credit_card,0
C1113,68,56,66.42,3,South,Standard,paypal,0
C1114,38,6,33.25,4,West,Basic,bank_transfer,0
C1115,46,35,86.05,9,Midwest,Standard,credit_card,0
C1116,59,53,139.37,8,East,Enterprise,paypal,1
C1117,42,94,127.87,4,South,Enterprise,paypal,0
C1118,,85,80.07,1,Midwest,Standard,credit_card,0
C1119,46,25,124.72,3,South,Enterprise,bank_transfer,0
C1120,28,17,85.83,6,Midwest,Standard,paypal,1
C1121,26,36,126.27,4,West,Enterprise,credit_card,1
C1122,37,3,126.86,0,Midwest,Enterprise,paypal,1
C1123,57,11,98.22,2,Midwest,Premium,paypal,1
C1124,39,48,33.28,6,Midwest,Basic,credit_card,0
C1125,39,68,135.48,1,West,Enterprise,paypal,0
C1126,25,5,93.21,8,West,Premium,bank_transfer,1
C1127,47,51,124.63,4,Midwest,Enterprise,credit_card,0
C1128,40,91,106.08,1,East,Premium,paypal,0
C1129,66,31,70.19,1,East,Standard,credit_card,0
C1130,22,86,133.13,0,East,Enterprise,bank_transfer,0
C1131,22,77,112.21,9,West,Premium,bank_transfer,1
C1132,23,73,108.72,8,East,Premium,credit_card,1
C1133,43,58,141.11,8,South,Enterprise,paypal,1
C1134,44,39,110.18,10,Midwest,Premium,credit_card,1
C1135,23,19,144.26,10,East,Enterprise,bank_transfer,1
C1136,66,56,92.36,1,East,Premium,bank_transfer,0
C1137,65,70,147.67,8,East,Enterprise,bank_transfer,0
C1138,48,36,91.95,9,South,Premium,paypal,0
C1139,44,37,57.21,7,East,Basic,bank_transfer,0
C1140,57,86,69.89,4,West,Standard,bank_transfer,0
C1141,59,16,44.7,0,Midwest,Basic,bank_transfer,0
C1142,40,65,86.8,4,East,Standard,paypal,0
C1143,40,29,44.3,5,East,Basic,paypal,0
C1144,28,34,102.52,2,Midwest,Premium,paypal,0
C1145,34,33,72.82,3,South,Standard,bank_transfer,0
C1146,51,70,71.78,6,West,Standard,credit_card,1
C1147,65,92,99.18,6,Midwest,Premium,bank_transfer,1
C1148,23,54,51.65,9,South,Basic,credit_card,1
C1149,56,73,88.39,6,East,Premium,bank_transfer,0
C1150,55,59,34.2,4,West,Basic,bank_transfer,0
C1151,52,89,109.47,1,West,Premium,paypal,0
C1152,53,18,85.27,10,East,Standard,bank_transfer,0
C1153,53,80,64.98,0,East,Standard,paypal,0
C1154,28,61,53.65,7,Midwest,Basic,credit_card,0
C1155,33,31,108.36,10,Midwest,Premium,paypal,1
C1156,23,24,83.28,10,East,Standard,credit_card,1
C1157,52,62,94.53,1,Midwest,Premium,bank_transfer,0
C1158,28,60,143.15,2,West,Enterprise,bank_transfer,0
C1159,59,39,48.77,10,Midwest,Basic,credit_card,0
C1160,68,59,87.24,2,South,Premium,paypal,0
C1161,55,50,36.54,2,South,Basic,paypal,0
C1162,30,36,111.01,1,Midwest,Premium,bank_transfer,0
C1163,67,65,90.36,5,South,Premium,paypal,1
C1164,23,94,68.02,10,West,Standard,bank_transfer,1
C1165,68,31,55.39,2,Midwest,Basic,bank_transfer,0
C1166,24,96,43.48,5,West,Basic,credit_card,1
C1167,30,82,67.09,7,Midwest,Standard,paypal,0
C1168,49,68,64.24,0,West,Standard,credit_card,0
C1169,45,53,40.86,10,Midwest,Basic,credit_card,0
C1170,44,46,82.84,7,Midwest,Standard,paypal,0
C1171,30,,89.62,7,East,Premium,credit_card,1
C1172,40,33,140.29,1,East,Enterprise,bank_transfer,0
C1173,55,79,97.38,0,West,Premium,paypal,0
C1174,63,4,40.79,4,East,Basic,bank_transfer,0
C1175,68,43,38.13,1,West,Basic,bank_transfer,0
C1176,61,11,146.61,4,West,Enterprise,credit_card,0
C1177,44,56,129.89,3,West,Enterprise,credit_card,0
C1178,56,78,139.73,0,Midwest,Enterprise,credit_card,0
C1179,49,90,136.29,1,Midwest,Enterprise,credit_card,0
C1180,,44,145.87,3,East,Enterprise,credit_card,0
C1181,56,73,57.76,0,East,Basic,credit_card,0
C1182,40,6,96.09,10,East,Premium,bank_transfer,1
C1183,29,85,33.99,8,East,Basic,bank_transfer,1
C1184,50,92,111.48,8,South,Premium,paypal,0
C1185,66,70,33.4,6,Midwest,Basic,bank_transfer,0
C1186,55,30,106.29,3,West,Premium,bank_transfer,0
C1187,50,84,146.78,0,Midwest,Enterprise,credit_card,0
C1188,27,8,109.22,6,Midwest,Premium,credit_card,1
C1189,35,49,79.16,8,West,Standard,paypal,0
C1190,23,78,110.99,4,East,Premium,credit_card,0
C1191,49,94,52.99,8,Midwest,Basic,paypal,0
C1192,51,,91.23,6,Midwest,Premium,paypal,0
C1193,65,36,57.97,8,South,Basic,bank_transfer,1
C1194,45,35,107.34,9,West,Premium,credit_card,1
C1195,38,23,134.03,7,West,Enterprise,bank_transfer,0
C1196,57,28,123.52,1,South,Enterprise,paypal,0
C1197,33,34,93.75,7,East,Premium,credit_card,0
C1198,25,30,49.02,2,Midwest,Basic,paypal,0
C1199,25,92,112.36,0,South,Premium,paypal,0
C1200,26,65,124.94,1,East,Enterprise,credit_card,0
C1201,65,54,48.69,4,East,Basic,credit_card,0
C1202,48,84,99.24,4,West,Premium,credit_card,0
C1203,59,4,47.83,5,South,Basic,credit_card,1
C1204,68,20,141.83,10,West,Enterprise,credit_card,0
C1205,62,71,136.01,1,West,Enterprise,paypal,0
C1206,42,35,83.74,4,East,Standard,bank_transfer,0
C1207,36,59,106.45,1,East,Premium,bank_transfer,0
C1208,54,10,103.99,9,East,Premium,bank_transfer,1
C1209,30,69,82.19,6,East,Standard,paypal,0
C1210,29,11,132.95,2,Midwest,Enterprise,paypal,1
C1211,22,22,42.88,8,Midwest,Basic,paypal,0
C1212,49,4,87.74,2,Midwest,Standard,bank_transfer,0
C1213,37,92,90.09,5,West,Premium,paypal,0
C1214,50,53,141.26,6,South,Enterprise,bank_transfer,0
C1215,59,66,35.96,0,South,Basic,paypal,0
C1216,54,93,111.56,1,East,Premium,bank_transfer,0
C1217,55,75,129.42,6,South,Enterprise,credit_card,0
C1218,68,27,135.5,9,South,Enterprise,credit_card,1
C1219,39,63,127.81,2,South,Enterprise,bank_transfer,0
C1220,64,36,64.5,8,East,Standard,credit_card,1
C1221,56,69,62.17,0,South,Standard,credit_card,0
C1222,68,57,83.61,4,West,Standard,paypal,0
C1223,38,12,87.82,10,West,Standard,bank_transfer,0
C1224,26,42,75.18,4,Midwest,Standard,paypal,0
C1225,66,41,43.27,8,South,Basic,credit_card,1
C1226,24,82,38.39,9,Midwest,Basic,credit_card,1
C1227,,94,129.35,3,West,Enterprise,paypal,0
C1228,57,79,80.46,0,Midwest,Standard,paypal,0
C1229,37,82,99.59,10,East,Premium,bank_transfer,0
C1230,53,81,137.54,8,Midwest,Enterprise,bank_transfer,0
C1231,40,54,130.46,10,Midwest,Enterprise,credit_card,0
C1232,29,,140.33,7,Midwest,Enterprise,paypal,1
C1233,39,65,85.14,6,West,Standard,paypal,0
C1234,47,57,132.37,0,South,Enterprise,bank_transfer,0
C1235,41,58,127.75,2,East,Enterprise,paypal,0
C1236,43,17,56.71,0,Midwest,Basic,credit_card,0
C1237,57,9,45.48,5,East,Basic,credit_card,1
C1238,40,21,95.62,3,East,Premium,credit_card,0
C1239,,14,142.57,0,East,Enterprise,bank_transfer,0
C1240,66,32,39.08,1,Midwest,Basic,paypal,0
C1241,39,11,33.92,6,West,Basic,credit_card,1
C1242,59,51,83.62,4,South,Standard,bank_transfer,0
C1243,51,26,38.87,10,Midwest,Basic,bank_transfer,0
C1244,48,72,99.57,8,East,Premium,bank_transfer,0
C1245,45,70,43.76,9,West,Basic,bank_transfer,0
C1246,28,83,95.64,10,West,Premium,credit_card,1
C1247,53,76,64.18,6,Midwest,Standard,paypal,1
C1248,53,33,130.1,5,East,Enterprise,credit_card,1
C1249,22,35,81.63,7,Midwest,Standard,bank_transfer,0
C1250,54,72,55.95,6,West,Basic,bank_transfer,0
C1251,29,22,73.38,1,West,Standard,bank_transfer,0
C1252,53,18,132.38,4,West,Enterprise,bank_transfer,0
C1253,39,67,102.99,5,East,Premium,credit_card,1
C1254,61,92,100.5,4,Midwest,Premium,bank_transfer,0
C1255,68,18,75.63,7,West,Standard,bank_transfer,0
C1256,22,40,67.18,1,Midwest,Standard,bank_transfer,0
C1257,32,9,103.54,3,South,Premium,paypal,0
C1258,49,75,96.55,6,South,Premium,paypal,1
C1259,59,20,51.0,4,East,Basic,bank_transfer,0
C1260,59,83,130.58,9,South,Enterprise,paypal,1
C1261,32,,87.72,1,East,Standard,credit_card,0
C1262,26,7,75.3,7,Midwest,Standard,paypal,1
C1263,29,31,131.81,6,Midwest,Enterprise,bank_transfer,1
C1264,27,78,86.84,10,South,Standard,paypal,0
C1265,53,89,104.82,8,Midwest,Premium,paypal,0
C1266,51,86,105.94,3,East,Premium,bank_transfer,0
C1267,22,26,131.39,3,West,Enterprise,paypal,0
C1268,38,65,47.78,0,South,Basic,paypal,0
C1269,67,33,103.26,9,West,Premium,paypal,1
C1270,,23,141.5,10,West,Enterprise,credit_card,1
C1271,31,91,84.64,2,West,Standard,bank_transfer,0
C1272,25,41,54.31,4,East,Basic,paypal,0
C1273,65,41,85.55,9,South,Standard,paypal,0
C1274,64,86,33.69,8,East,Basic,paypal,0
C1275,39,78,79.91,6,East,Standard,paypal,0
C1276,29,44,136.77,1,Midwest,Enterprise,credit_card,0
C1277,27,24,102.37,0,East,Premium,credit_card,0
C1278,68,32,108.77,10,East,Premium,paypal,0
C1279,40,23,90.65,5,Midwest,Premium,credit_card,0
C1280,40,34,128.88,7,South,Enterprise,paypal,0
C1281,50,81,62.96,9,Midwest,Standard,credit_card,1
C1282,49,45,92.39,8,South,Premium,credit_card,1
C1283,51,34,55.97,8,East,Basic,bank_transfer,0
C1284,58,49,40.38,1,South,Basic,credit_card,0
C1285,63,,85.74,4,East,Standard,bank_transfer,0
C1286,61,59,141.0,7,East,Enterprise,bank_transfer,0
C1287,47,39,57.24,3,West,Basic,bank_transfer,0
C1288,47,76,36.26,2,South,Basic,paypal,0
C1289,30,17,107.5,0,West,Premium,bank_transfer,0
C1290,32,59,49.12,3,East,Basic,bank_transfer,0
C1291,35,56,50.83,2,South,Basic,credit_card,0
C1292,57,88,140.17,7,Midwest,Enterprise,bank_transfer,0
C1293,30,41,72.4,5,South,Standard,paypal,0
C1294,44,63,37.76,9,East,Basic,credit_card,0
C1295,22,79,145.78,10,East,Enterprise,credit_card,1
C1296,49,12,96.99,2,Midwest,Premium,credit_card,0
C1297,52,5,111.92,6,East,Premium,credit_card,1
C1298,51,11,104.84,1,Midwest,Premium,credit_card,0
C1299,46,88,122.3,10,Midwest,Enterprise,bank_transfer,0
C1300,62,15,135.05,7,South,Enterprise,paypal,0
C1301,49,69,144.63,1,East,Enterprise,credit_card,0
C1302,38,26,133.31,7,South,Enterprise,credit_card,0
C1303,25,77,93.56,5,South,Premium,credit_card,1
C1304,48,3,130.44,10,West,Enterprise,paypal,1
C1305,47,32,64.19,1,East,Standard,paypal,0
C1306,39,45,139.91,3,Midwest,Enterprise,credit_card,0
C1307,60,,41.93,1,South,Basic,paypal,0
C1308,38,93,53.76,6,West,Basic,credit_card,1
C1309,54,70,80.05,0,South,Standard,paypal,0
C1310,39,96,69.2,10,West,Standard,paypal,0
C1311,39,1,127.39,6,East,Enterprise,bank_transfer,1
C1312,62,41,37.75,0,South,Basic,credit_card,0
C1313,,59,138.5,5,Midwest,Enterprise,bank_transfer,1
C1314,44,57,74.01,7,East,Standard,paypal,0
C1315,24,85,48.42,8,South,Basic,credit_card,1
C1316,41,38,98.74,7,West,Premium,credit_card,1
C1317,58,56,147.89,0,South,Enterprise,paypal,0
C1318,56,17,137.79,1,West,Enterprise,bank_transfer,0
C1319,40,23,81.94,6,Midwest,Standard,bank_transfer,0
C1320,42,47,49.27,10,South,Basic,paypal,1
C1321,47,64,129.44,7,East,Enterprise,credit_card,1
C1322,43,60,79.77,1,Midwest,Standard,paypal,0
C1323,62,4,65.6,9,West,Standard,paypal,1
C1324,42,,66.33,10,Midwest,Standard,paypal,0
C1325,60,84,136.35,3,East,Enterprise,bank_transfer,0
C1326,52,92,70.39,4,West,Standard,credit_card,0
C1327,65,78,147.73,2,Midwest,Enterprise,paypal,0
C1328,32,32,140.77,1,West,Enterprise,paypal,0
C1329,55,61,123.83,6,South,Enterprise,paypal,1
C1330,63,69,43.4,0,South,Basic,bank_transfer,0
C1331,54,81,133.14,1,West,Enterprise,credit_card,0
C1332,29,93,71.53,10,South,Standard,credit_card,1
C1333,28,43,43.91,7,East,Basic,bank_transfer,1
C1334,50,,101.77,9,West,Premium,credit_card,0
C1335,45,73,105.56,4,East,Premium,paypal,0
C1336,,20,65.81,4,Midwest,Standard,bank_transfer,0
C1337,41,19,38.74,8,Midwest,Basic,bank_transfer,1
C1338,63,20,100.61,6,Midwest,Premium,paypal,0
C1339,52,49,49.39,1,South,Basic,credit_card,0
C1340,60,94,48.9,5,Midwest,Basic,bank_transfer,1
C1341,55,30,71.45,0,Midwest,Standard,paypal,0
C1342,39,71,57.23,0,Midwest,Basic,paypal,0
C1343,33,89,67.94,7,East,Standard,credit_card,1
C1344,34,94,55.56,2,South,Basic,credit_card,0
C1345,59,62,124.56,0,South,Enterprise,paypal,0
C1346,27,,64.6,9,East,Standard,paypal,1
C1347,49,15,142.21,3,Midwest,Enterprise,credit_card,0
C1348,53,81,70.54,7,South,Standard,paypal,0
C1349,43,36,103.27,1,East,Premium,bank_transfer,0
C1350,52,64,66.65,6,South,Standard,credit_card,1
C1351,33,25,51.83,3,South,Basic,paypal,0
C1352,28,88,111.12,3,East,Premium,bank_transfer,0
C1353,32,21,70.47,8,Midwest,Standard,paypal,1
C1354,39,30,99.27,4,South,Premium,credit_card,0
C1355,42,58,98.06,6,Midwest,Premium,credit_card,1
C1356,63,18,141.94,0,East,Enterprise,credit_card,0
C1357,42,55,130.47,8,East,Enterprise,credit_card,1
C1358,28,10,66.17,7,Midwest,Standard,credit_card,1
C1359,53,32,112.66,9,Midwest,Premium,credit_card,0
C1360,56,48,146.01,1,Midwest,Enterprise,credit_card,0
C1361,48,20,77.34,9,East,Standard,paypal,0
C1362,56,85,101.47,4,West,Premium,credit_card,0
C1363,42,47,141.43,3,East,Enterprise,bank_transfer,0
C1364,34,87,93.64,0,East,Premium,credit_card,0
C1365,25,68,55.74,8,South,Basic,credit_card,1
C1366,54,42,129.35,5,West,Enterprise,paypal,0
C1367,29,69,82.76,1,Midwest,Standard,paypal,0
C1368,49,36,133.73,2,South,Enterprise,credit_card,0
C1369,55,,145.12,6,South,Enterprise,credit_card,1
C1370,36,42,125.91,3,South,Enterprise,paypal,0
C1371,58,46,66.91,2,East,Standard,bank_transfer,0
C1372,24,17,111.82,5,South,Premium,credit_card,1
C1373,39,30,82.08,0,East,Standard,bank_transfer,0
C1374,50,96,71.89,7,Midwest,Standard,bank_transfer,0
C1375,29,12,75.17,9,West,Standard,credit_card,1
C1376,60,46,97.79,3,West,Premium,paypal,0
C1377,51,3,41.88,6,Midwest,Basic,credit_card,1
C1378,26,56,92.96,1,Midwest,Premium,bank_transfer,0
C1379,63,42,35.66,3,East,Basic,paypal,0
C1380,66,61,33.59,3,South,Basic,bank_transfer,0
C1381,33,,81.29,10,East,Standard,bank_transfer,0
C1382,35,40,138.26,4,South,Enterprise,credit_card,0
C1383,24,95,85.75,0,Midwest,Standard,paypal,0
C1384,44,29,42.92,1,West,Basic,bank_transfer,0
C1385,56,57,84.28,10,West,Standard,bank_transfer,0
C1386,30,42,111.88,10,West,Premium,bank_transfer,1
C1387,34,17,75.38,2,East,Standard,paypal,0
C1388,40,79,38.49,4,East,Basic,paypal,0
C1389,64,76,106.76,2,South,Premium,bank_transfer,0
C1390,24,96,138.43,3,East,Enterprise,credit_card,0
C1391,37,21,130.39,9,Midwest,Enterprise,bank_transfer,0
C1392,58,52,147.81,7,South,Enterprise,paypal,1
C1393,54,44,112.91,2,South,Premium,bank_transfer,0
C1394,28,86,106.85,4,West,Premium,bank_transfer,0
C1395,30,13,87.35,1,West,Standard,paypal,0
C1396,50,56,57.12,8,East,Basic,bank_transfer,1
C1397,36,3,81.07,5,East,Standard,paypal,1
C1398,45,70,80.04,8,East,Standard,bank_transfer,0
C1399,62,80,83.92,2,Midwest,Standard,credit_card,0
C1400,47,38,145.42,6,Midwest,Enterprise,bank_transfer,0
C1401,22,10,105.42,10,South,Premium,credit_card,1
C1402,48,18,74.5,2,East,Standard,bank_transfer,0
C1403,34,32,88.83,4,East,Premium,bank_transfer,0
C1404,65,20,73.53,10,South,Standard,bank_transfer,0
C1405,55,14,128.04,7,South,Enterprise,credit_card,1
C1406,26,93,109.76,0,Midwest,Premium,bank_transfer,0
C1407,32,91,141.72,3,West,Enterprise,credit_card,0
C1408,37,86,143.75,6,Midwest,Enterprise,credit_card,0
C1409,68,94,110.52,10,South,Premium,bank_transfer,0
C1410,28,92,128.31,7,East,Enterprise,paypal,1
C1411,67,63,137.77,10,Midwest,Enterprise,credit_card,1
C1412,63,13,35.05,3,South,Basic,paypal,0
C1413,24,,144.16,9,West,Enterprise,bank_transfer,1
C1414,58,24,48.39,5,West,Basic,bank_transfer,0
C1415,38,46,96.16,3,South,Premium,bank_transfer,0
C1416,62,34,67.44,8,South,Standard,paypal,0
C1417,33,64,40.68,9,East,Basic,bank_transfer,0
C1418,62,52,103.17,10,East,Premium,bank_transfer,0
C1419,44,44,145.29,2,East,Enterprise,bank_transfer,0
C1420,54,90,106.68,8,East,Premium,bank_transfer,1
C1421,27,92,144.16,2,South,Enterprise,paypal,0
C1422,28,95,102.95,1,South,Premium,credit_card,1
C1423,31,86,87.69,3,East,Premium,credit_card,0
C1424,31,2,93.34,0,Midwest,Premium,bank_transfer,1
C1425,34,53,84.05,9,Midwest,Standard,paypal,1
C1426,38,91,107.89,4,Midwest,Premium,bank_transfer,0
C1427,42,70,89.0,2,South,Premium,paypal,0
C1428,28,65,135.92,1,East,Enterprise,paypal,0
C1429,57,29,129.0,0,Midwest,Enterprise,paypal,0
C1430,32,3,136.53,0,South,Enterprise,bank_transfer,0
C1431,68,36,111.63,0,Midwest,Premium,bank_transfer,0
C1432,50,40,95.59,9,Midwest,Premium,credit_card,1
C1433,22,79,50.51,5,West,Basic,credit_card,1
C1434,32,94,68.47,9,East,Standard,credit_card,0
C1435,29,43,34.45,6,Midwest,Basic,bank_transfer,1
C1436,43,24,40.09,2,Midwest,Basic,bank_transfer,0
C1437,34,30,112.63,10,West,Premium,bank_transfer,1
C1438,,78,57.53,0,South,Basic,credit_card,0
C1439,22,1,97.0,0,South,Premium,credit_card,1
C1440,33,69,87.37,1,East,Standard,paypal,0
C1441,67,23,83.17,7,West,Standard,paypal,0
C1442,29,40,89.8,10,East,Premium,paypal,1
C1443,34,78,87.93,5,Midwest,Standard,paypal,1
C1444,29,86,40.8,5,East,Basic,credit_card,1
C1445,44,8,143.08,10,West,Enterprise,paypal,1
C1446,55,73,141.68,10,East,Enterprise,bank_transfer,0
C1447,40,81,132.51,6,West,Enterprise,bank_transfer,0
C1448,52,79,129.95,4,West,Enterprise,paypal,0
C1449,59,96,78.66,0,West,Standard,credit_card,0
C1450,56,7,141.2,8,East,Enterprise,paypal,1
C1451,35,13,146.7,3,South,Enterprise,credit_card,0
C1452,61,2,55.97,3,West,Basic,bank_transfer,0
C1453,43,23,143.49,5,Midwest,Enterprise,credit_card,0
C1454,64,,139.69,10,South,Enterprise,credit_card,1
C1455,,49,108.91,3,Midwest,Premium,bank_transfer,0
C1456,24,90,125.35,3,West,Enterprise,paypal,0
C1457,53,9,75.96,2,South,Standard,paypal,0
C1458,58,34,51.79,6,East,Basic,credit_card,1
C1459,55,5,134.45,1,East,Enterprise,credit_card,1
C1460,26,31,138.0,7,East,Enterprise,bank_transfer,1
C1461,54,25,80.85,0,West,Standard,credit_card,0
C1462,33,45,127.22,10,West,Enterprise,bank_transfer,1
C1463,26,29,78.31,5,Midwest,Standard,credit_card,1
C1464,55,37,65.73,5,West,Standard,credit_card,0
C1465,61,93,80.83,5,South,Standard,credit_card,0
